Brand Name,Category Name,City,Customer,Order Date,Order Id,Product Name,Sales Rep,State,Store Name,Region/Regions,Revenue,Total Units
Electra,Children Bicycles,Atwater,Joesph Delacruz,06-04-2018,1500,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$320,1
Electra,Children Bicycles,Atwater,Aide Franco,03-09-2017,1108,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$490,1
Electra,Children Bicycles,Banning,Carola Rodriquez,26-04-2018,1585,"Electra Girl's Hawaii 1 16"" - 2017",Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Campbell,Katharina Bates,13-11-2016,554,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Children Bicycles,Duarte,Selene Austin,02-02-2017,687,"Electra Girl's Hawaii 1 16"" - 2017",Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Fresno,Carline Collier,03-04-2018,1490,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Glendora,Nanette Roman,03-04-2017,815,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Glendora,Saturnina Garner,12-04-2018,1521,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$490,1
Electra,Children Bicycles,Lawndale,Nenita Mooney,26-11-2017,1268,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$490,1
Electra,Children Bicycles,Los Banos,Vernita Ball,02-03-2017,746,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Oakland,Cira Downs,31-10-2016,536,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Children Bicycles,Oakland,Tammera Fischer,26-08-2016,394,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Palos Verdes Peninsula,Chi Goff,12-04-2018,1522,"Electra Girl's Hawaii 1 16"" - 2017",Genna Serrano,CA,Santa Cruz Bikes,Region,$300,1
Electra,Children Bicycles,Pleasanton,Caleb England,19-01-2017,662,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Children Bicycles,Sacramento,Tommie Melton,08-09-2016,424,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Children Bicycles,Santa Clara,Jeanie Kirkland,18-04-2018,1554,Electra Soft Serve 1 (16-inch) - Girl's - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$280,1
Electra,Children Bicycles,Santa Cruz,Kecia Olsen,10-10-2016,495,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Children Bicycles,Yuba City,Louanne Martin,01-05-2017,867,Electra Townie 7D (20-inch) - Boys' - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$340,1
Haro,Children Bicycles,Campbell,Lucile Manning,16-11-2017,1248,Haro Shredder 20 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Haro,Children Bicycles,Glendora,Novella Ross,15-04-2017,839,Haro Downtown 16 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$330,1
Haro,Children Bicycles,Mountain View,Herta Rollins,20-01-2017,663,Haro Shredder Pro 20 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$250,1
Haro,Children Bicycles,San Pablo,Jessika Bray,28-12-2017,1320,Haro Shredder 20 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Sun Bicycles,Children Bicycles,Anaheim,Ollie Zimmerman,18-11-2017,1252,Sun Bicycles Lil Kitt'n - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$110,1
Trek,Children Bicycles,Anaheim,Stephen Vega,05-06-2017,928,Trek Boy's Kickster - 2015/2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$150,1
Trek,Children Bicycles,Anaheim,Penni Best,14-07-2017,1002,Trek Boy's Kickster - 2015/2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$150,1
Trek,Children Bicycles,Anaheim,Ana Palmer,26-03-2017,798,Trek Precaliber 16 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Trek,Children Bicycles,Banning,Jennette Baker,11-03-2017,771,Trek Precaliber 12 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$190,1
Trek,Children Bicycles,Canyon Country,Felice Guzman,29-04-2018,1598,Trek Precaliber 12 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$190,1
Trek,Children Bicycles,Canyon Country,Rutha Howell,30-05-2017,918,Trek Precaliber 24 (21-Speed) - Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$350,1
Trek,Children Bicycles,Duarte,Selene Austin,02-02-2017,687,Trek Boy's Kickster - 2015/2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$150,1
Trek,Children Bicycles,Duarte,Yan Mcgowan,03-03-2017,747,Trek Girl's Kickster - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$150,1
Trek,Children Bicycles,Los Banos,Travis Goodman,18-07-2017,1011,Trek Precaliber 12 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$190,1
Trek,Children Bicycles,Ridgecrest,Hubert Stone,20-02-2017,728,Trek Precaliber 24 (21-Speed) - Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$350,1
Trek,Children Bicycles,Rocklin,Sylvester Chan,26-12-2017,1316,Trek Precaliber 16 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Trek,Children Bicycles,Sacramento,Jenee Rasmussen,14-12-2017,1296,Trek Precaliber 16 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Trek,Children Bicycles,San Carlos,Ara Vazquez,10-01-2017,649,Trek Precaliber 16 Girls - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Trek,Children Bicycles,San Lorenzo,Bridgette Guerra,18-08-2017,1072,Trek Boy's Kickster - 2015/2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$150,1
Trek,Children Bicycles,San Lorenzo,Lakenya Oliver,08-12-2017,1289,Trek Precaliber 16 Boys - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Trek,Children Bicycles,Torrance,Jamaal Albert,18-04-2018,1553,Trek Precaliber 16 Boys - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$210,1
Electra,Comfort Bicycles,Banning,Carola Rodriquez,26-04-2018,1585,Electra Townie Original 1 Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$450,1
Electra,Comfort Bicycles,Banning,Carmina Emerson,02-09-2016,412,Electra Townie Original 21D - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$550,1
Electra,Comfort Bicycles,Canyon Country,Ardelia Cooley,12-12-2016,608,Electra Townie Original 21D - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$550,1
Electra,Comfort Bicycles,Coachella,Lizzie Joyner,04-04-2018,1491,Electra Townie Original 1 - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$450,1
Electra,Comfort Bicycles,Encino,Monika Berg,21-04-2018,1564,Electra Townie Commute 27D - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$900,1
Electra,Comfort Bicycles,Redondo Beach,Tameka Fisher,06-04-2018,1496,Electra Townie Original 1 - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$450,1
Electra,Comfort Bicycles,San Diego,Marvin Mullins,17-04-2018,1546,Electra Townie Original 7D - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$500,1
Electra,Comfort Bicycles,San Lorenzo,Salena Day,31-08-2016,403,Electra Townie Original 21D - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$550,1
Electra,Comfort Bicycles,San Pablo,Adelaida Hancock,29-09-2016,468,Electra Townie Original 7D - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$500,1
Electra,Comfort Bicycles,Torrance,Jamaal Albert,18-04-2018,1553,Electra Townie Original 7D - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$490,1
Electra,Comfort Bicycles,Torrance,Bong Hebert,21-04-2018,1568,Electra Townie Balloon 7i EQ - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$900,1
Electra,Comfort Bicycles,Upland,Rosalie Coffey,09-10-2016,493,Electra Townie Original 7D EQ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Comfort Bicycles,Vista,Marshall Johnson,30-03-2018,1474,Electra Townie Balloon 7i EQ - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$900,1
Sun Bicycles,Comfort Bicycles,Atwater,Aide Franco,03-09-2017,1108,Sun Bicycles Streamway 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Duarte,Yan Mcgowan,03-03-2017,747,Sun Bicycles Drifter 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$471,1
Sun Bicycles,Comfort Bicycles,Fresno,Carline Collier,30-12-2017,1321,Sun Bicycles Cruz 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$417,1
Sun Bicycles,Comfort Bicycles,Lawndale,Moses Pope,07-05-2017,878,Sun Bicycles Streamway 3 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$552,1
Sun Bicycles,Comfort Bicycles,Mountain View,Herta Rollins,20-01-2017,663,Sun Bicycles Cruz 3 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Oxnard,Ayana Keith,04-01-2018,1329,Sun Bicycles Cruz 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$417,1
Sun Bicycles,Comfort Bicycles,San Pablo,Jessika Bray,28-12-2017,1320,Sun Bicycles Streamway - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$482,1
Sun Bicycles,Comfort Bicycles,South El Monte,Justina Long,07-12-2017,1287,Sun Bicycles Streamway 3 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$552,1
Sun Bicycles,Comfort Bicycles,Torrance,Bong Hebert,21-04-2018,1568,Sun Bicycles Streamway 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Upland,Nelle Beck,05-05-2017,875,Sun Bicycles Drifter 7 - Women's - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$471,1
Sun Bicycles,Comfort Bicycles,Upland,Dorothea Miranda,08-02-2017,702,Sun Bicycles Streamway - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$482,1
Electra,Cruisers Bicycles,Anaheim,Jone Bernard,27-04-2018,1590,Electra Townie Original 7D EQ Ladies' - 2017/2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Anaheim,Raeann Duncan,12-01-2018,1340,Electra Townie Go! 8i Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,600",1
Electra,Cruisers Bicycles,Atwater,Corene Wall,01-10-2017,1157,Electra Townie Original 7D EQ - Women's - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Banning,Le Deleon,25-04-2018,1582,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Campbell,Lucile Manning,16-11-2017,1248,Electra Townie Original 21D - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$550,1
Electra,Cruisers Bicycles,Campbell,Kasha Todd,05-02-2017,692,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Canyon Country,Felice Guzman,29-04-2018,1598,Electra Townie Original 7D EQ - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Duarte,Bella Perez,23-02-2018,1404,Electra Cruiser 1 Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Duarte,Yan Mcgowan,03-03-2017,747,Electra Amsterdam Fashion 7i Ladies' - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,100",1
Electra,Cruisers Bicycles,Encino,Ronna Butler,09-12-2016,598,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Encino,Monika Berg,21-04-2018,1564,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Encino,Ronna Butler,27-04-2018,1589,Electra Townie Balloon 3i EQ Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$800,1
Electra,Cruisers Bicycles,Fresno,Charise Burt,25-12-2017,1312,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Fresno,Carline Collier,03-04-2018,1490,Electra Cruiser 7D - 2016/2017/2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$320,1
Electra,Cruisers Bicycles,Fresno,Charise Burt,25-12-2017,1312,Electra Townie Original 7D EQ - Women's - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Fresno,Carline Collier,03-04-2018,1490,Electra Townie Balloon 3i EQ - 2017/2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$750,1
Electra,Cruisers Bicycles,Glendora,Derrick Marks,30-09-2016,470,Electra Cruiser 1 (24-Inch) - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Lawndale,Moses Pope,07-05-2017,878,Electra Cruiser 1 (24-Inch) - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Lawndale,Moses Pope,23-04-2018,1575,Electra Cruiser 1 - 2016/2017/2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Los Banos,Adam Henderson,07-01-2017,641,Electra Townie Original 7D - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$490,1
Electra,Cruisers Bicycles,Los Banos,Adam Henderson,07-01-2017,641,Electra Moto 1 - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$530,1
Electra,Cruisers Bicycles,Oakland,Cira Downs,31-10-2016,536,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Oakland,Tammera Fischer,26-08-2016,394,Electra Townie Original 7D EQ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Ontario,Edith Davenport,25-12-2017,1313,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Oxnard,Ayana Keith,04-01-2018,1329,Electra Cruiser 1 (24-Inch) - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Oxnard,Georgeanna Webster,27-12-2017,1317,Electra Amsterdam Original 3i Ladies' - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$660,1
Electra,Cruisers Bicycles,Oxnard,Mireille Puckett,20-03-2018,1452,Electra Daydreamer 3i Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$900,1
Electra,Cruisers Bicycles,Oxnard,Fannie Jenkins,26-03-2018,1466,Electra Townie Commute Go! - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Electra,Cruisers Bicycles,Palos Verdes Peninsula,Deloris Burke,27-11-2016,575,Electra Townie Original 21D - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$550,1
Electra,Cruisers Bicycles,Redondo Beach,Hope Cotton,21-08-2017,1085,Electra Cruiser Lux 1 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$440,1
Electra,Cruisers Bicycles,Redondo Beach,Hope Cotton,21-08-2017,1085,Electra Townie Original 7D - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$490,1
Electra,Cruisers Bicycles,Redondo Beach,Tameka Fisher,06-04-2018,1496,Electra Townie Original 7D EQ Ladies' - 2017/2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Redondo Beach,Tameka Fisher,21-10-2018,1612,Electra Townie Commute 8D Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$700,1
Electra,Cruisers Bicycles,Redondo Beach,Tameka Fisher,06-04-2018,1496,Electra Tiger Shark 3i - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$900,1
Electra,Cruisers Bicycles,Ridgecrest,Hubert Stone,20-02-2017,728,Electra Amsterdam Original 3i - 2015/2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$660,1
Electra,Cruisers Bicycles,Ridgecrest,Denis Logan,07-04-2018,1503,Electra Straight 8 3i - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$910,1
Electra,Cruisers Bicycles,Sacramento,Jenee Rasmussen,14-12-2017,1296,Electra Townie Original 7D EQ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Sacramento,Zora Ford,15-02-2018,1395,Electra Townie Original 21D EQ - 2017/2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$680,1
Electra,Cruisers Bicycles,San Diego,Alane Mccarty,30-09-2016,471,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,San Diego,Marvin Mullins,17-04-2018,1546,Electra Queen of Hearts 3i - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,$750,1
Electra,Cruisers Bicycles,San Lorenzo,Bridgette Guerra,11-04-2018,1516,Electra Townie Go! 8i Ladies' - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,600",1
Electra,Cruisers Bicycles,San Pablo,Dannette Guerrero,29-07-2017,1029,Electra Townie Original 7D EQ - Women's - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Santa Clara,Darcel Harmon,04-10-2016,480,Electra Moto 1 - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$530,1
Electra,Cruisers Bicycles,Santa Clara,Vonda Berger,30-11-2016,580,Electra Moto 1 - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$530,1
Electra,Cruisers Bicycles,Torrance,Jamaal Albert,18-04-2018,1553,Electra Townie Original 21D - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$550,1
Electra,Cruisers Bicycles,Torrance,Jamaal Albert,18-04-2018,1553,Electra Townie Commute Go! - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Electra,Cruisers Bicycles,Upland,Nelle Beck,05-05-2017,875,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Upland,Rosalie Coffey,09-10-2016,493,Electra Moto 1 - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$530,1
Electra,Cruisers Bicycles,Vista,Lise Hebert,05-02-2017,693,Electra Cruiser 1 (24-Inch) - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Pure Cycles,Cruisers Bicycles,Banning,Carmina Emerson,02-09-2016,412,Pure Cycles Vine 8-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$429,1
Pure Cycles,Cruisers Bicycles,Encino,Kami Rios,24-09-2016,457,Pure Cycles Vine 8-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$429,1
Pure Cycles,Cruisers Bicycles,Glendora,Derrick Marks,30-09-2016,470,Pure Cycles Western 3-Speed - Women's - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$449,1
Pure Cycles,Cruisers Bicycles,Pomona,Lorrie Justice,03-11-2016,540,Pure Cycles William 3-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$449,1
Pure Cycles,Cruisers Bicycles,San Pablo,Adelaida Hancock,29-09-2016,468,Pure Cycles William 3-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$449,1
Pure Cycles,Cruisers Bicycles,Santa Clara,Vonda Berger,30-11-2016,580,Pure Cycles William 3-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$449,1
Sun Bicycles,Cruisers Bicycles,Anaheim,Penni Best,14-07-2017,1002,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$403,1
Sun Bicycles,Cruisers Bicycles,Anaheim,Ollie Zimmerman,18-11-2017,1252,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$403,1
Sun Bicycles,Cruisers Bicycles,Mountain View,Herta Rollins,20-01-2017,663,Sun Bicycles Atlas X-Type - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$417,1
Sun Bicycles,Cruisers Bicycles,Oakland,Kanesha Hudson,16-01-2017,655,Sun Bicycles Revolutions 24 - Girl's - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$251,1
Sun Bicycles,Cruisers Bicycles,Ontario,Edith Davenport,25-12-2017,1313,Sun Bicycles Cruz 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$417,1
Sun Bicycles,Cruisers Bicycles,San Carlos,Ara Vazquez,10-01-2017,649,Sun Bicycles Biscayne Tandem CB - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$648,1
Surly,Cyclocross Bicycles,Canyon Country,Omega Johnston,26-10-2016,525,Surly Straggler - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,549",1
Surly,Cyclocross Bicycles,Los Banos,Lenita Bonner,23-11-2016,568,Surly Straggler - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,549",1
Surly,Cyclocross Bicycles,Rocklin,Rory Cooper,01-10-2016,474,Surly Straggler 650b - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,681",1
Trek,Cyclocross Bicycles,Los Banos,Adam Henderson,07-01-2017,641,Trek Boone 7 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,500",1
Trek,Cyclocross Bicycles,Vista,Paul Lester,27-03-2017,799,Trek Boone Race Shop Limited - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,500",1
Electra,Electric Bikes,Banning,Carola Rodriquez,26-04-2018,1585,Electra Loft Go! 8i - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,800",1
Electra,Electric Bikes,Palos Verdes Peninsula,Deloris Burke,03-04-2018,1487,Electra Townie Commute Go! - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Electra,Electric Bikes,Santa Cruz,Dorine Roberson,03-04-2018,1489,Electra Townie Commute Go! - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Sun Bicycles,Electric Bikes,Redondo Beach,Tameka Fisher,21-10-2018,1612,Sun Bicycles ElectroLite - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,560",1
Trek,Electric Bikes,Fullerton,Houston Vasquez,27-11-2016,576,Trek Conduit+ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Trek,Electric Bikes,Glendora,Saturnina Garner,22-08-2016,389,Trek Conduit+ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Trek,Electric Bikes,Palos Verdes Peninsula,Deloris Burke,03-04-2018,1487,Trek Verve+ - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,300",1
Trek,Electric Bikes,Palos Verdes Peninsula,Karla Kirk,17-04-2018,1547,Trek Super Commuter+ 7 - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,600",1
Trek,Electric Bikes,Sacramento,Zora Ford,15-02-2018,1395,Trek Super Commuter+ 7 - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,600",1
Trek,Electric Bikes,San Jose,Monica Sears,26-04-2018,1584,Trek Neko+ - 2018,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,800",1
Trek,Electric Bikes,Santa Cruz,Kecia Olsen,10-10-2016,495,Trek Conduit+ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Trek,Electric Bikes,Torrance,Aileen Marquez,08-12-2016,596,Trek Conduit+ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,000",1
Haro,Mountain Bikes,Atwater,Corene Wall,01-10-2017,1157,Haro Shift R3 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,470",1
Haro,Mountain Bikes,Campbell,Myesha Burgess,15-06-2017,947,Haro SR 1.1 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$540,1
Haro,Mountain Bikes,Lawndale,Moses Pope,23-04-2018,1575,Haro SR 1.1 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$540,1
Haro,Mountain Bikes,Los Angeles,Sanora Webster,19-04-2017,850,Haro Flightline One ST - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$380,1
Haro,Mountain Bikes,Sacramento,Tommie Melton,17-04-2018,1545,Haro SR 1.2 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,$870,1
Haro,Mountain Bikes,San Jose,Domingo Casey,01-05-2017,868,Haro SR 1.3 - 2017,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,410",1
Heller,Mountain Bikes,Glendora,Saturnina Garner,22-08-2016,389,Heller Shagamaw Frame - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,321",1
Heller,Mountain Bikes,Los Banos,Lenita Bonner,23-11-2016,568,Heller Shagamaw Frame - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,321",1
Heller,Mountain Bikes,Torrance,Aileen Marquez,08-12-2016,596,Heller Shagamaw Frame - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,321",1
Ritchey,Mountain Bikes,Encino,Kami Rios,24-09-2016,457,Ritchey Timberwolf Frameset - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$750,1
Ritchey,Mountain Bikes,Fullerton,Ferne Kline,02-09-2016,411,Ritchey Timberwolf Frameset - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$750,1
Ritchey,Mountain Bikes,Glendora,Saturnina Garner,22-08-2016,389,Ritchey Timberwolf Frameset - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$750,1
